"DATE","mRPTFTL","mRUSDTL","mRGRFTL","mPROSURPLUSNORM","lnPTFTL","lnUSDTL","lnGRFTL","lnPSURP","TimeVAR"
2018-10-08,263.464447254965,5.07273089191816,1351.44514292123,13938.277640001,5.57391843384962,1.62387931004921,7.2089297751193,9.54239412144428,38
2018-10-09,266.501837914621,5.0705053953697,1358.23702868393,14454.5349537898,5.58538114007225,1.62344049613989,7.213942835365,9.57876348193636,39
2018-10-10,261.973227191168,5.04083210805692,1356.83579011638,14229.3455439421,5.56824231224647,1.61757116926058,7.21291064301844,9.56306169873618,40
2018-10-11,267.079505382909,5.01849471677424,1343.47456824582,13936.2074151735,5.58754638704438,1.61313003152119,7.20301449839802,9.5422455823895,41
2018-10-12,271.32134301717,4.93178277718245,1308.74857951006,13992.0788217472,5.6033038860036,1.59570054077628,7.17682667680502,9.54624665002643,42
2018-10-13,248.49214447255,4.86658397089242,1318.15336307225,13730.8665422481,5.51541123325654,1.58239224761943,7.18398706874246,9.52740160982569,43
2018-10-14,254.370477639744,4.86658397089242,1327.69827049119,13276.4582755703,5.53879177771841,1.58239224761943,7.19120209826577,9.493747691344,44
2018-10-15,251.972230356119,4.86658397089242,1325.29143718693,14440.8567076756,5.52931888443976,1.58239224761943,7.18938766682821,9.57781673947333,45
2018-10-16,269.074553137538,4.79001040446582,1288.58722929698,14548.1314341919,5.59498849041327,1.56653258354277,7.16130172613004,9.58521784058572,46
2018-10-17,264.855726038577,4.76371657487477,1282.59487377576,14263.763759792,5.57918524768727,1.56102815662393,7.15664054996248,9.56547759741704,47
2018-10-18,272.19471303611,4.68384597652453,1285.76826700227,14222.465012796,5.60651766694317,1.54411956230082,7.15911169182789,9.56257803663204,48
2018-10-19,279.672793567922,4.5744669424577,1255.52624168266,13750.8548859001,5.63362032543012,1.52049017662926,7.13531007975926,9.52885627468203,49
2018-10-20,271.080934439405,4.62688975004361,1263.29899444264,13408.566574598,5.60241742736026,1.53188488211637,7.14148182785898,9.50364907828776,50
2018-10-21,249.264886329653,4.62688975004361,1236.45291200439,12740.3233304196,5.5185161315506,1.53188488211637,7.12000200455773,9.45252730795792,51
2018-10-22,262.241111034964,4.62688975004361,1267.23070501159,13656.4027918378,5.56926435169705,1.53188488211637,7.14458925136287,9.52196375963374,52
2018-10-23,270.588440295811,4.65549150198121,1260.87567597877,13295.1391169008,5.60059899603564,1.5380474909729,7.13956173949364,9.49515376747351,53
2018-10-24,271.209381308097,4.75679280783512,1300.02793007202,13430.4593227104,5.60289114731197,1.55957366128509,7.17014102788962,9.50528049017669,54
2018-10-25,251.653860710993,4.71228287686595,1276.15741894485,14248.9575655008,5.52805457469417,1.5501724778381,7.15160882537443,9.56443902972277,55
2018-10-26,257.521203771775,4.68153805417799,1264.5271388342,14408.2075586318,5.5511020614584,1.54362669999305,7.14245352798663,9.57555329254269,56
2018-10-27,248.338626423605,4.63117589154435,1270.08263762554,13846.597502352,5.51479324394177,1.53281080810845,7.14683724633223,9.53579481373402,57
2018-10-28,230.568311236823,4.63117589154435,1278.0119994019,13019.3701080453,5.44054717964462,1.53281080810845,7.15306102409677,9.4741935357939,58
2018-10-29,248.337252660304,4.63117589154435,1284.19393425873,12125.6071757724,5.51478771211162,1.53281080810845,7.15788651198696,9.40307479090427,59
2018-10-30,258.460514429187,4.63117589154435,1260.52124504698,13541.9299745958,5.55474293345793,1.53281080810845,7.13928060094606,9.51354607505274,60
2018-10-31,275.067595540409,4.55015133202083,1271.52508909213,13565.182169925,5.61701686942734,1.51516049219456,7.14797231655278,9.51526165441126,61
2018-11-01,257.607412985486,4.59820111004349,1286.46930312532,14650.2806977508,5.55143677093372,1.52566516397594,7.15965677067173,9.59221477451769,62
2018-11-02,250.748847128805,4.65866744209568,1296.75610650349,15226.2122286828,5.52445182913977,1.53872945061233,7.16762112230351,9.63077371034006,63
2018-11-03,243.627187215536,4.56742433245676,1252.6984803277,15605.2205480677,5.49563913558336,1.51894944262087,7.1330552877319,9.65536078777179,64
2018-11-04,226.731670217204,4.56742433245676,1090.00808511176,13478.2694632651,5.42376724875843,1.51894944262087,6.9939403927294,9.50883399812906,65
2018-11-05,249.331623912714,4.56742433245676,1258.66984423991,15400.3976522938,5.51878383331781,1.51894944262087,7.13781076314911,9.64214860964587,66
2018-11-06,245.822193126075,4.55546487812279,1244.70320875898,15543.6660003229,5.50460848242174,1.51632758436767,7.12665239394125,9.65140850345656,67
2018-11-07,244.332836837514,4.46748343784768,1224.00415318094,14420.2766087246,5.49853138117356,1.49682526079168,7.1098828561882,9.57639059295209,68
2018-11-08,249.000926879994,4.48061374785071,1233.97315287752,15076.2655688157,5.51745661886739,1.49976003433173,7.11799444805161,9.62087696956855,69
2018-11-09,245.054167562203,4.52410267270153,1224.18814478608,15279.326777564,5.5014792781981,1.50941925311162,7.11003316432015,9.63425600268993,70
2018-11-10,245.632626017751,4.58465263730151,1257.46553555173,13986.4492943875,5.50383702954208,1.52271434216265,7.13685349448239,9.54584423232866,71
2018-11-11,246.64841300445,4.58465263730151,1262.85147162941,12108.0980687396,5.50796389345856,1.52271434216265,7.1411275157751,9.40162976960828,72
2018-11-12,246.060545887276,4.58465263730151,1267.45126175786,13776.5541203399,5.50557762714243,1.52271434216265,7.14476328246399,9.53072344946047,73
2018-11-13,244.049183112926,4.58005284717306,1257.9171513098,15172.3568225147,5.49736977511562,1.5217105367436,7.1372125776273,9.6272304210212,74
2018-11-14,246.201327342723,4.5805546424598,1257.59098437342,15602.0417825287,5.50614960505476,1.52182009176772,7.13695325273498,9.65515706816856,75
2018-11-15,249.525024179478,4.56842792303024,1225.7353469202,14680.8251972079,5.51955920747467,1.51916914638784,7.1112962260811,9.59429751293251,76
2018-11-16,245.202266865581,4.53096054162031,1223.69471275412,14453.2822497211,5.50208344898499,1.5109339571104,7.10963001427797,9.5786768130564,77
2018-11-17,247.812996232426,4.46698164256094,1230.65294073025,13917.1024937656,5.51267441427832,1.49671293279381,7.11530015363966,9.54087375803781,78
2018-11-18,231.064533130626,4.46698164256094,1241.94333468191,12169.944354589,5.44269703570873,1.49671293279381,7.12443263720294,9.40672461362839,79
2018-11-19,231.154786588449,4.46698164256094,1241.94333468191,14488.1784014363,5.44308755793538,1.49671293279381,7.12443263720294,9.58108831322544,80
2018-11-20,250.018456211439,4.45184415141094,1231.70671083241,13918.5867499045,5.52153473998308,1.49331842637894,7.11615605636355,9.54098040214692,81
2018-11-21,248.11825503186,4.45527308587033,1232.54303631031,14082.4753435077,5.51390546732128,1.49408835778041,7.11683482320606,9.55268641990688,82
2018-11-22,246.74424196546,4.47409040912309,1247.12018939011,14081.7379974822,5.50835234254166,1.49830307053544,7.12859232386639,9.55263405941546,83
2018-11-23,235.998504981289,4.43495037675736,1241.03173991099,14783.2902043876,5.4638254701805,1.48951642669271,7.12369836095409,9.60125278166204,84
2018-11-24,236.183890462223,4.41337317942753,1236.75811671892,14687.9097814756,5.46461069848316,1.48463929037119,7.12024881302861,9.59477997051267,85
2018-11-25,234.425516144938,4.41337317942753,1239.7939782037,12490.8012345357,5.45713790905196,1.48463929037119,7.12270049818529,9.43274775114502,86
2018-11-26,236.606234828563,4.41337317942753,1246.18350485486,14796.7488880839,5.46639730296616,1.48463929037119,7.12784096366789,9.60216276589722,87
2018-11-27,245.361517175331,4.38602533630019,1225.87752225144,15654.4715676395,5.50273270325334,1.47842342660924,7.11141221122148,9.65851187832906,88
2018-11-28,242.812118343532,4.37950199757257,1232.50958329119,15520.7072352543,5.49228796874516,1.47693501873977,7.11680768137643,9.64993036198081,89
2018-11-29,246.489511163649,4.38953790330737,1222.13914736523,15858.6096034739,5.50731944151718,1.47922396034112,7.10835800179666,9.6714678244779,90
2018-11-30,238.361472925306,4.31953746080712,1204.04942727824,15136.9970867535,5.47378831527446,1.46314832726609,7.09344567758281,9.6248971643039,91
2018-12-01,247.211231053874,4.33045026403981,1216.22085406723,15535.8172827432,5.51024315761732,1.46567152368429,7.10350366944513,9.65090342956746,92
2018-12-02,235.612910340713,4.33045026403981,1231.83130014218,14363.9975568514,5.4621902479871,1.46567152368429,7.11625720301469,9.57248018525764,93
2018-12-03,235.901914923327,4.33045026403981,1210.32600030466,14424.5634697717,5.4634161039022,1.46567152368429,7.09864502404266,9.5766878288575,94
2018-12-04,242.432158906266,4.35866494871534,1199.71190464101,15217.424963918,5.49072191415066,1.47216580604771,7.08983672748658,9.63019642944861,95
2018-12-05,235.447065095968,4.42727029806032,1215.87656773637,15714.2592020373,5.46148611152786,1.48778320859728,7.1032205505782,9.66232380857473,96
2018-12-06,216.674013182949,4.51208229663857,1223.50964760841,14524.6189777759,5.37839398064497,1.50675875353265,7.10947876810575,9.58360034920915,97
2018-12-07,216.568697953691,4.50158576216106,1218.75681679699,15030.6264609349,5.37790780867427,1.50442972629229,7.10558661556574,9.61784516257933,98
2018-12-08,238.055104029146,4.47211149334823,1236.03831116076,13974.282192531,5.47250217640688,1.49786066697051,7.11966663362202,9.54497393302121,99
2018-12-09,209.485986372753,4.47211149334823,1219.6889090586,13556.2978109914,5.34465684630272,1.49786066697051,7.10635111263625,9.51460650142864,100
2018-12-10,208.934218543719,4.47211149334823,1208.51219914695,14839.6934990299,5.34201945861262,1.49786066697051,7.097145294546,9.60506086280389,101
2018-12-11,230.522790888088,4.43457588605667,1204.77543287296,14963.8955312397,5.44034973341904,1.48943198234026,7.09404846579603,9.61339561410443,102
2018-12-12,234.572004005027,4.4929366177516,1228.01895881995,15256.2037262937,5.45776259408145,1.50250652310038,7.11315754736637,9.63274150103834,103
2018-12-13,230.253729720981,4.50368506905656,1231.95725855591,15487.11272159,5.43918187357526,1.50489596589193,7.11635945076107,9.64776351975485,104
2018-12-14,215.768512142023,4.50183767898853,1227.41435843404,15728.1453334198,5.37420612995363,1.50448568652323,7.11266508813819,9.66320708277024,105
2018-12-15,215.121575733726,4.51015093429471,1229.47167919163,15651.9629342569,5.37120333683954,1.50633061953879,7.11433982697991,9.65835161521205,106
2018-12-16,201.783629373159,4.51015093429471,1220.95689042348,13979.1816085363,5.3071959816019,1.50633061953879,7.10739016670893,9.54532447391234,107
2018-12-17,211.195172070174,4.51015093429471,1209.55345536712,14978.3641126056,5.3527826920546,1.50633061953879,7.09800652532573,9.61436204634196,108
2018-12-18,213.904327618818,4.51485338174063,1226.32271884838,16531.1586829185,5.36552884785573,1.50737271275156,7.11177531093444,9.71300228411882,109
2018-12-19,216.105450898751,4.49285264547578,1210.09927515995,18339.9344541774,5.37576648715932,1.50248783308365,7.09845768081197,9.81683617187699,110
2018-12-20,207.259321525591,4.47689791306997,1236.77726718798,16696.9125885816,5.33397077020826,1.49893037646813,7.12026429731817,9.72297910637814,111
2018-12-21,227.756954053265,4.41694170813446,1233.77105971362,16258.0523839105,5.42827906938749,1.48544753536508,7.1178306602787,9.69634359634035,112
2018-12-22,219.777838427948,4.42920166040418,1222.76229435361,15964.1402632599,5.39261721080774,1.48821935571851,7.10886775404372,9.67810025235277,113
2018-12-23,192.03689734183,4.42920166040418,1241.6644536407,14385.4180559663,5.25768752722015,1.48821935571851,7.12420805984117,9.57397033750054,114
2018-12-24,204.420708718391,4.42920166040418,1218.66444729359,16427.320709385,5.3201801678668,1.48821935571851,7.10551082275569,9.7067011246589,115
2018-12-25,176.658774563319,4.44431667005179,1235.97953056769,17776.2814151757,5.17422004459712,1.4916261271261,7.11961907685112,9.78562034294085,116
2018-12-26,200.604868551335,4.45338567584036,1216.25444297756,16743.4619325684,5.30133714518016,1.49366463292828,7.10353128650695,9.72576312866972,117
2018-12-27,224.873905916777,4.43642327612471,1209.17558012593,15560.1881994917,5.41553982696382,1.48984848335914,7.09769406763516,9.65247089274225,118
2018-12-28,209.932089088047,4.44120969584645,1213.17266045496,16296.9414658352,5.34678409312215,1.49092679335475,7.10099424049206,9.69873272905543,119
2018-12-29,209.145548771199,4.41769745861684,1203.00361785315,15382.389719449,5.34303041519077,1.48561862339029,7.09257672332938,9.64097860936737,120
2018-12-30,178.252498381487,4.41769745861684,1200.63559967503,13095.7610859717,5.1832010753616,1.48561862339029,7.09060636194822,9.48004387560201,121
2018-12-31,206.888443974053,4.41769745861684,1200.93789986798,14074.654580083,5.33217972999713,1.48561862339029,7.0908581137223,9.55213091132721,122
2019-01-01,100.556006952295,4.38789848519105,1318.50491747683,14354.2614384173,4.61071485538198,1.47885040750341,7.1842537353858,9.57180214145222,123
2019-01-02,190.072334953651,4.38789848519105,1317.81528374407,15862.6510788877,5.24740470999109,1.47885040750341,7.18373055633633,9.67172263625705,124
2019-01-03,198.274198790414,4.42994121636898,1328.45890798101,17776.0127128486,5.28965091506052,1.48838631452634,7.19177483358187,9.78560522704841,125
2019-01-04,176.437874463034,4.53562966312458,1341.45393398146,17618.5735635839,5.17296882836659,1.51196391916043,7.20150933008969,9.77670894068437,126
2019-01-05,203.014392098123,4.49408546235587,1312.95461225413,16896.5514072206,5.3132768735638,1.50276219057294,7.18003530573435,9.734864821344,127
2019-01-06,196.581965012435,4.49408546235587,1314.90718969026,16043.4975751543,5.28107946908219,1.50276219057294,7.1815213639388,9.6830589109642,128
2019-01-07,204.907769048157,4.49408546235587,1311.11835858015,17312.9824686265,5.32255997081769,1.50276219057294,7.17863576083288,9.7592119307653,129
2019-01-08,205.769118810762,4.45328905720099,1307.66188107619,18535.1062610137,5.32675475777119,1.49364293714568,7.1759959978938,9.82742184856077,130
2019-01-09,182.613766108976,4.50870902102645,1303.6902554827,17018.4952722772,5.20737335474407,1.50601086442834,7.17295418013186,9.74205598883461,131
2019-01-10,135.6885527357,4.56761869771648,1329.72185168438,17795.2232729288,4.9103622061396,1.51899199639081,7.19272506527233,9.78668534481297,132
2019-01-11,149.73568562062,4.538787022383,1322.06940990278,18231.9490013421,5.00887164391663,1.51265980066891,7.18695352274197,9.81093077371571,133
2019-01-12,196.669900237395,4.50688107619263,1302.36084105811,16660.5948070115,5.28152668998155,1.50560535689325,7.17193392804112,9.72080161778528,134
2019-01-13,145.036344110332,4.50688107619263,1318.92866832467,14544.1877154786,4.97698436005013,1.50560535689325,7.18457507113717,9.5849467230638,135
2019-01-14,217.833554713995,4.50688107619263,1339.21054713995,17130.4961606791,5.38373126068025,1.50560535689325,7.19983557540607,9.74861555532831,136
2019-01-15,190.371799400859,4.57842018991635,1307.7865136785,18252.691151512,5.2489789989971,1.52135400192226,7.17609130285386,9.81206780849625,137
2019-01-16,210.255892493782,4.52009213203708,1308.67555957495,18388.9296291661,5.34832532459009,1.50853237683045,7.17677088154125,9.81950411194393,138
2019-01-17,205.738999265205,4.48984795387746,1294.33450146959,17978.1644911799,5.32660837161603,1.50181883790183,7.16575194356348,9.79691321667319,139
2019-01-18,196.667823027357,4.45046405154872,1302.58517974226,18063.847257288,5.28151612801449,1.49300837198814,7.1721061686042,9.80166783071198,140
2019-01-19,153.229899106941,4.43933020574271,1297.11796292109,16690.6179272071,5.03193940214792,1.49050351050199,7.16790013077521,9.72260203976962,141
2019-01-20,150.962278148316,4.43933020574271,1273.63718064662,14364.2916589014,5.017029992019,1.49050351050199,7.14963200801091,9.57250065999234,142
2019-01-21,208.925093262491,4.43933020574271,1261.64752430477,16833.1337780326,5.34197578227961,1.49050351050199,7.14017370480678,9.73110447175473,143
2019-01-22,219.674655211395,4.43434490165046,1278.99638254578,16667.4677568556,5.3921476118411,1.48937989383664,7.15383097322909,9.7212140599984,144
2019-01-23,192.589221116889,4.44140741578114,1261.38995026,18256.1822934953,5.26055953267273,1.49097131175113,7.13996952706605,9.8122590574538,145
2019-01-24,197.09295868189,4.41548383450147,1255.87288039792,18433.5211159136,5.28367548892333,1.48511741684007,7.13558613203181,9.82192608591051,146
2019-01-25,205.106835010174,4.38208229708343,1238.05041826814,17898.9166765635,5.32353098977988,1.47752402170971,7.12129317799536,9.79249546913501,147
2019-01-26,186.554233551888,4.37385654533122,1245.34557992313,17035.7972041011,5.22872199333562,1.47564512458167,7.12716834461765,9.74307212701012,148
2019-01-27,175.264596992991,4.37385654533122,1231.64430250961,15205.3957040326,5.16629681484546,1.47564512458167,7.11610538691168,9.62940562437215,149
2019-01-28,208.706640006783,4.37385654533122,1231.54459642776,17146.2962329661,5.34092962961337,1.47564512458167,7.11602443000094,9.74953746617834,150
2019-01-29,194.705205742709,4.38399333031879,1221.64876780466,18626.2233265541,5.27148664927141,1.47796002827567,7.10795667436222,9.83232572305343,151
2019-01-30,172.631040865928,4.43185224960434,1225.43759891476,18653.6775349694,5.15115660527172,1.48881761170615,7.11105328279355,9.83379859249482,152
2019-01-31,173.325175220439,4.38548892154646,1223.6345806014,18923.8810727912,5.15516945576379,1.47830111825093,7.10958087323847,9.84817995226665,153
2019-02-01,185.427995911816,4.32270365679316,1220.88235810489,15618.6246152541,5.22266664449259,1.46388105297568,7.10732912066042,9.65621936671617,154
2019-02-02,208.524058839758,4.30909903187781,1210.99411853227,15673.8557722829,5.34005442470067,1.46072884093582,7.09919688683797,9.65974936585317,155
2019-02-03,155.367512571794,4.30909903187781,1214.03027262923,14062.9709290322,5.04579335926856,1.46072884093582,7.10170090757644,9.55130044667279,156
2019-02-04,209.551318627574,4.30909903187781,1196.48528379022,16001.0584457978,5.34496866701448,1.46072884093582,7.08714360789144,9.68041015189628,157
2019-02-05,213.314366174663,4.32975483434075,1213.12606280254,15833.775207023,5.36276697517674,1.46551092016678,7.10095583000948,9.66990060877719,158
2019-02-06,224.106815573976,4.31191950289684,1202.7152065411,16148.2325129139,5.41212279343668,1.46138316527308,7.09233695190597,9.68956588073676,159
2019-02-07,210.376029883876,4.32104455619373,1203.53646133781,17141.6572412462,5.34889654796601,1.46349716844343,7.0930195528488,9.74926687599852,160
2019-02-08,217.678837689047,4.34742425572471,1212.72787865867,16847.1929835852,5.38302075492126,1.46958354460452,7.1006275463147,9.73193933339184,161
2019-02-09,232.341139236538,4.34999586165383,1213.40810990444,15590.9728839514,5.44820671938973,1.47017489375619,7.10118829910581,9.6544473644634,162
2019-02-10,208.772578283715,4.34999586165383,1212.44583155677,13416.2757095481,5.3412455173251,1.47017489375619,7.10039494680895,9.50422385409302,163
2019-02-11,220.969732857215,4.34999586165383,1201.75292819342,16127.8955201174,5.39802573674129,1.47017489375619,7.0915365433789,9.68830569268279,164
2019-02-12,190.794149413107,4.35978455519049,1199.14814025231,17062.7174514579,5.25119509509074,1.4724226421929,7.08936670056668,9.74465109625389,165
2019-02-13,219.063841043616,4.36658686764817,1196.15346367034,17491.420557098,5.38936319894993,1.47398166678763,7.08686624038466,9.76946578581776,166
2019-02-14,219.822879567856,4.34924926638409,1211.41718918512,17948.290602871,5.39282212921766,1.47000324776609,7.09954618396667,9.79525015834383,167
2019-02-15,217.793937793133,4.38558356951168,1217.48120187605,17787.3261013988,5.38354937628749,1.47832270009632,7.10453941490001,9.7862414659005,168
2019-02-16,211.82774290838,4.36351753153921,1215.8635787916,15730.7867288796,5.35577341093675,1.47327850538312,7.10320986773876,9.66337500935215,169
2019-02-17,188.992297032931,4.36351753153921,1217.38165584008,12929.5826632033,5.24170625778956,1.47327850538312,7.10445764763685,9.46727319461726,170
2019-02-18,232.000332321738,4.36351753153921,1203.2875962479,15494.1185042746,5.44673880408657,1.47327850538312,7.09281275327821,9.64821577956034,171
2019-02-19,234.512832792004,4.39014609616012,1205.66011010509,15903.1721578541,5.45751031044875,1.47936250584088,7.09478250514791,9.67427387509277,172
2019-02-20,232.613162605653,4.40093025005643,1209.79127059768,16038.4704525369,5.44937682750175,1.48181593904543,7.09820312007204,9.68274551855297,173
2019-02-21,227.145043546688,4.39363020741893,1217.18256376815,16463.1121452197,5.42558877178988,1.48015581189083,7.10429409305014,9.7088775295801,174
2019-02-22,236.566661075719,4.40831324772391,1217.68029394798,15642.4875677887,5.46623003322912,1.48349213278396,7.10470292937141,9.65774605310082,175
2019-02-23,213.419788191919,4.41055303353314,1222.52486769833,14563.6657234006,5.36326106274073,1.48400008602556,7.10867356281766,9.58628505677983,176
2019-02-24,148.263105546638,4.41055303353314,1205.77624714705,15015.1912520193,4.9989884356343,1.48400008602556,7.09487882702818,9.61681771773353,177
2019-02-25,222.780226386346,4.41055303353314,1213.64038398836,17031.2966509305,5.40618575360445,1.48400008602556,7.10137970367412,9.74280790997911,178
2019-02-26,229.733586127762,4.40142798023626,1210.3055917835,17207.3295097406,5.43692031636708,1.48192902923498,7.09862816189707,9.75309070631936,179
2019-02-27,229.367547058012,4.39238588196935,1215.15846103684,17575.6797085083,5.43532572589081,1.47987256054113,7.10262976787707,9.77427139066833,180
2019-02-28,229.421467827494,4.3887358606506,1215.0008464799,16876.1916991682,5.43556078282539,1.47904122676945,7.10250005246568,9.73365913245728,181
2019-03-01,231.854537499069,4.36639923288895,1218.57985774931,16779.2018309761,5.44611018148517,1.47393869528691,7.10544140866852,9.72789541220191,182
2019-03-02,229.520199504729,4.38815856110821,1218.57164668206,15651.121593471,5.43599104089863,1.47890967692608,7.10543467041919,9.65829786071476,183
2019-03-03,202.106525098682,4.38815856110821,1212.56114545319,13691.3475946368,5.30879491037369,1.47890967692608,7.10049005077987,9.52451934986138,184
2019-03-04,231.328344939301,4.38815856110821,1210.40163476577,14557.8382792081,5.44383810794323,1.47890967692608,7.09870751307285,9.58588484089333,185
2019-03-05,247.135333656066,4.41599407909436,1231.97210843822,15921.1641542162,5.50993609611908,1.4852329681891,7.1163715045825,9.67540458198969,186
2019-03-06,226.113290850525,4.40696190511656,1235.36327921352,15734.5749246318,5.42103616061918,1.48318554164653,7.11912035901683,9.66361579449311,187
2019-03-07,237.966308557384,4.41673307514709,1223.48186489908,15608.2332041448,5.47212910296756,1.48540029953344,7.10945606045909,9.65555382351275,188
2019-03-08,228.977584810457,4.45934851418783,1246.02124450734,15303.1975554919,5.43362411583962,1.49500268231021,7.12771074936845,9.63581707610007,189
2019-03-09,219.702500093096,4.47864452223132,1221.58510836374,14140.4471428424,5.39227435890295,1.49932043864384,7.10790456355813,9.55679456149955,190
2019-03-10,201.584095944738,4.47864452223132,1221.75754077605,13428.8642136929,5.3062066439223,1.49932043864384,7.10804570824175,9.50516171510649,191
2019-03-11,206.732092984285,4.47864452223132,1216.13295970805,16075.199254253,5.3314237182267,1.49932043864384,7.1034313984139,9.6850329443169,192
