"DATE","PTFTL","AT","BE","BG","CZ","DK_1","DK_2","FI","FR","DE_LU","GR","IE_SEM","IT_CNOR","NL","PL","PT","RO","ES","SE_1","SE_2","SE_3","SE_4","DEMAND","WIND","RIVER","NGASSTOCK","TTF","USDTL"
2019-02-22,285.174583333333,47.1029166666667,48.1254166666667,92.625,46.7883333333333,46.7170833333333,46.76,46.6658333333333,46.86375,47.0591666666667,72.1308333333333,38.7058333333333,56.7275,47.1541666666667,231.135416666667,53.29625,236.473333333333,53.29625,42.33875,42.33875,45.07375,46.76375,33975,765.333333333333,2874.91666666667,367649926,17.23,5.3141
2019-02-23,257.271666666667,40.3508333333333,40.68375,46.73875,41.0479166666667,39.98125,40.1033333333333,39.585,40.0520833333333,40.13,67.4841666666667,40.1258333333333,52.05,40.6804166666667,203.36875,54.7266666666667,194.596666666667,51.79375,39.585,39.585,39.585,39.585,33591.6666666667,3618.58333333333,2896.29166666667,367263308,17.23,5.3168
2019-02-24,178.727083333333,40.0325,40.5608333333333,58.6754166666667,39.9358333333333,38.98125,38.98125,38.2275,39.6770833333333,40.0283333333333,62.4504166666667,51.3829166666667,46.7133333333333,40.3175,172.13375,53.37875,211.634583333333,50.9795833333333,38.2275,38.2275,38.2275,38.2275,29245.8333333333,4077.29166666667,2860.79166666667,367581891,17.23,5.3168
2019-02-25,268.555416666667,44.4258333333333,45.3633333333333,92.71125,45.2770833333333,42.9291666666667,43.43375,41.0379166666667,44.3741666666667,44.3470833333333,70.685,52.725,57.6325,44.0645833333333,214.497916666667,55.9354166666667,232.326666666667,55.4216666666667,40.3541666666667,40.3541666666667,41.0304166666667,41.5733333333333,33579.1666666667,3788.66666666667,2792.25,366556467,16.945,5.3168
2019-02-26,276.9375,44.655,45.4895833333333,87.8995833333333,43.3066666666667,45.07375,45.13,45.1304166666667,43.9070833333333,44.76375,68.2508333333333,64.085,57.0945833333333,44.76875,211.324166666667,52.8183333333333,226.508333333333,52.8183333333333,41.32,41.32,41.5679166666667,43.985,34137.5,3094.66666666667,2824.41666666667,362586826,17.045,5.3058
2019-02-27,276.49625,43.78125,44.8841666666667,86.3195833333333,43.5583333333333,41.52125,41.6991666666667,40.8154166666667,43.1645833333333,43.7441666666667,68.52625,62.2595833333333,55.49625,44.3325,215.13875,53.0129166666667,229.196666666667,53.0129166666667,40.0683333333333,40.0683333333333,40.7941666666667,41.5075,35400,3925.375,2860.70833333333,360268409,17.615,5.2949
2019-02-28,276.56125,41.1045833333333,43.7158333333333,67.8245833333333,40.3570833333333,41.0691666666667,41.155,40.70875,40.2816666666667,40.66125,70.0733333333333,58.9945833333333,57.895,43.91125,200.317083333333,53.0729166666667,207.151666666667,52.9929166666667,40.3095833333333,40.3095833333333,40.465,41.1454166666667,35391.6666666667,2915.04166666667,2822.125,361686307,17.815,5.2905
2019-03-01,282.368333333333,45.9745833333333,47.7604166666667,90.76625,46.0104166666667,46.795,46.8591666666667,49.5333333333333,44.5520833333333,46.05,66.7404166666667,59.06,54.6479166666667,46.92,241.02125,54.4191666666667,232.97625,54.4191666666667,43.6816666666667,43.6816666666667,45.23875,46.3879166666667,35679.1666666667,2719.33333333333,2698.91666666667,369974105,17.32,5.3177
2019-03-02,279.525416666667,40.4508333333333,41.4483333333333,82.4733333333333,39.1275,39.76625,40.5291666666667,40.9216666666667,39.9825,40.3566666666667,66.49,40.1016666666667,50.5033333333333,42.70375,209.74125,49.345,226.02625,48.83125,40.9216666666667,40.9216666666667,40.9216666666667,40.9216666666667,33670.8333333333,1834.91666666667,2671.125,372138448,17.32,5.3442
2019-03-03,246.139166666667,13.25125,20.7583333333333,63.0354166666667,22.1716666666667,14.0508333333333,33.8366666666667,40.16375,18.0166666666667,9.27166666666667,63.6683333333333,51.6641666666667,52.0883333333333,41.5683333333333,171.794166666667,38.6816666666667,162.105,38.6779166666667,40.16375,40.16375,40.16375,40.16375,30083.3333333333,2676.95833333333,2660.875,369625120,17.32,5.3442
2019-03-04,281.7275,20.9475,38.9295833333333,72.7820833333333,23.4429166666667,16.5816666666667,27.0704166666667,46.98875,29.2979166666667,13.3083333333333,66.3433333333333,54.60625,51.0941666666667,43.3841666666667,202.799583333333,44.6666666666667,175.245,42.1629166666667,41.7708333333333,41.7708333333333,41.7708333333333,41.7708333333333,34587.5,1181.04166666667,2808.66666666667,367446773,17.4,5.3442
2019-03-05,300.978333333333,39.5891666666667,44.73625,94.2979166666667,34.0666666666667,35.8179166666667,35.8170833333333,45.4079166666667,40.5958333333333,32.845,63.5025,49.7904166666667,61.7166666666667,45.6054166666667,193.790833333333,51.8079166666667,214.657083333333,51.8079166666667,43.9795833333333,43.9795833333333,43.9795833333333,43.9795833333333,34816.6666666667,2021.95833333333,2801.16666666667,369301382,17.18,5.3781
2019-03-06,275.37625,35.1791666666667,43.195,96.9533333333333,38.7833333333333,39.4295833333333,43.04375,45.9504166666667,35.6158333333333,34.3095833333333,65.3208333333333,54.7916666666667,59.40125,45.0808333333333,230.387916666667,38.4958333333333,248.626666666667,37.9720833333333,44.6029166666667,44.6029166666667,44.6029166666667,44.6029166666667,34458.3333333333,2689.29166666667,2936.66666666667,368637229,16.85,5.3671
2019-03-07,289.811666666667,30.065,37.1725,63.13,28.5366666666667,40.4933333333333,40.71375,43.7025,32.7783333333333,28.4991666666667,66.2254166666667,48.7725,56.42,41.5670833333333,208.54125,51.5329166666667,198.05625,51.1041666666667,42.88875,42.88875,42.88875,42.88875,33695.8333333333,1447.33333333333,3010.25,368270323,16.87,5.379
2019-03-08,278.864583333333,32.845,43.89875,85.0525,32.06375,32.2895833333333,35.0183333333333,38.9233333333333,40.0008333333333,27.02,61.2741666666667,53.9995833333333,58.1808333333333,43.16125,190.9825,55.7779166666667,199.985,55.7779166666667,38.9233333333333,38.9233333333333,38.9233333333333,38.9233333333333,33625,1281.125,3208.79166666667,370754100,16.73,5.4309
2019-03-09,267.56875,26.6520833333333,33.065,57.9104166666667,23.46625,6.61833333333333,7.14666666666667,38.0508333333333,23.5191666666667,5.86541666666667,54.64625,54.135,52.4908333333333,41.45875,163.164583333333,54.21,171.818333333333,54.21,38.0508333333333,38.0508333333333,38.0508333333333,38.0508333333333,32416.6666666667,2167.5,3232.33333333333,370571804,16.73,5.4544
2019-03-10,245.502916666667,20.38,35.6358333333333,41.67125,20.4220833333333,29.8625,29.8625,39.2975,18.5358333333333,19.3770833333333,46.9441666666667,42.5754166666667,46.4216666666667,41.95125,150.255833333333,47.4675,88.85625,47.13,39.2975,39.2975,39.2975,39.2975,29429.1666666667,1700.79166666667,3167.29166666667,374519458,16.73,5.4544
2019-03-11,251.7725,39.48875,40.99,68.5104166666667,34.2616666666667,45.2191666666667,45.3295833333333,45.2904166666667,40.0004166666667,39.4683333333333,45.19625,50.02,49.7525,43.1120833333333,216.998333333333,52.11,169.196666666667,52.11,45.2904166666667,45.2904166666667,45.2904166666667,45.2904166666667,33829.1666666667,3526.79166666667,3335.5,373525190,16.625,5.4544
2019-03-12,260.854583333333,35.73125,41.09625,59.32,38.0125,37.3258333333333,40.6191666666667,45.5608333333333,38.82125,35.1741666666667,58.25125,42.0270833333333,59.2008333333333,42.50875,229.070416666667,51.4545833333333,166.338333333333,51.4329166666667,44.7683333333333,44.7683333333333,44.7683333333333,44.7683333333333,33641.6666666667,4691.875,3455.625,367902054,16.21,5.4345
2019-03-13,262.272083333333,31.0879166666667,35.1416666666667,65.2770833333333,31.3879166666667,38.5933333333333,39.74625,43.0695833333333,28.9304166666667,18.7595833333333,63.52875,30.2125,60.7141666666667,41.4595833333333,197.0375,46.3266666666667,170.325,46.3033333333333,41.2141666666667,41.2141666666667,41.2141666666667,41.2141666666667,33225,4306,3829.08333333333,363449478,15.725,5.4359
2019-03-14,279.376666666667,34.165,39.25,71.4458333333333,34.74625,40.7916666666667,40.7916666666667,41.6779166666667,35.06875,32.03375,68.3129166666667,33.8191666666667,59.64125,40.2208333333333,190.582083333333,51.87,177.81,51.71625,41.6779166666667,41.6779166666667,41.6779166666667,41.6779166666667,33175,1444.54166666667,4054.79166666667,365298258,15.605,5.4523
2019-03-15,277.194166666667,27.3116666666667,33.90875,61.6354166666667,30.0883333333333,36.51,36.8291666666667,43.07375,29.7391666666667,24.6691666666667,62.3045833333333,40.4104166666667,58.0754166666667,40.18125,193.3125,55.74125,162.95,54.8979166666667,42.7283333333333,42.7283333333333,42.7283333333333,42.7283333333333,33904.1666666667,1839.08333333333,4145.91666666667,369658715,15.25,5.4617
2019-03-16,250.707083333333,18.1766666666667,27.8729166666667,54.4754166666667,21.63125,20.4479166666667,27.5891666666667,40.5583333333333,17.0066666666667,17.165,59.5529166666667,44.5875,46.0895833333333,36.0054166666667,164.353333333333,51.04,153.165416666667,51.04,40.5583333333333,40.5583333333333,40.5583333333333,40.5583333333333,32025,1767.58333333333,4189.95833333333,370524571,15.25,5.4564
2019-03-17,185.7225,5.68625,14.2170833333333,55.1454166666667,2.345,2.66375,5.34791666666667,34.4454166666667,9.81375,1.25708333333333,55.5233333333333,43.5708333333333,55.22,34.025,151.870416666667,38.1383333333333,109.42,34.2866666666667,34.4454166666667,34.4454166666667,34.4454166666667,34.4454166666667,28183.3333333333,1880.41666666667,4115.875,374026110,15.25,5.4564
2019-03-18,260.46,36.4533333333333,44.4754166666667,61.8179166666667,35.1145833333333,33.4654166666667,36.6245833333333,41.5729166666667,38.9158333333333,32.8170833333333,57.6779166666667,53.2295833333333,55.0916666666667,41.7583333333333,188.579166666667,49.1854166666667,152.739583333333,49.1854166666667,40.49875,40.49875,40.49875,40.49875,31354.1666666667,1530.45833333333,4003.95833333333,371570644,14.98,5.4564
2019-03-19,295.836666666667,45.30375,45.56625,93.3125,44.99625,45.4941666666667,45.6029166666667,45.6458333333333,45.2795833333333,45.3025,64.7979166666667,52.4758333333333,61.12,45.3025,223.085416666667,49.635,192.556666666667,49.635,45.6029166666667,45.6029166666667,45.6029166666667,45.6029166666667,33333.3333333333,816.541666666667,3844.79166666667,367598974,15.005,5.4544
2019-03-20,301.017083333333,41.4075,42.9333333333333,69.2870833333333,42.1875,40.9133333333333,41.2166666666667,41.30625,41.84625,41.38125,56.7275,51.3220833333333,55.3754166666667,41.87375,225.710416666667,48.85,190.12,48.85,40.9854166666667,40.9854166666667,41.1033333333333,41.1033333333333,32950,1872.625,3749.25,365391862,15.215,5.4642
2019-03-21,251.987916666667,39.985,40.41625,65.82375,39.9670833333333,38.92,39.0929166666667,39.5295833333333,40.0820833333333,39.93875,52.255,50.8020833333333,54.2304166666667,40.0116666666667,229.295,52.8354166666667,187.488333333333,52.73375,38.8916666666667,38.8916666666667,38.8916666666667,38.8916666666667,31595.8333333333,4374.45833333333,3825.54166666667,364978436,14.565,5.47
2019-03-22,248.33125,40.42625,40.3654166666667,63.6025,40.6579166666667,40.28875,40.8345833333333,39.8191666666667,40.305,40.42625,49.4570833333333,38.2104166666667,55.2154166666667,40.4079166666667,232.607083333333,55.6808333333333,180.6075,55.6808333333333,39.7583333333333,39.7583333333333,39.7820833333333,39.8154166666667,31991.6666666667,3846.5,3762.5,368938405,14.455,5.4392
2019-03-23,248.545833333333,35.7716666666667,36.4320833333333,54.0254166666667,33.8783333333333,35.3958333333333,35.3958333333333,33.12125,35.7516666666667,35.7595833333333,54.1104166666667,53.77875,44.7883333333333,36.81125,208.05875,50.7279166666667,148.020833333333,50.7279166666667,33.12125,33.12125,33.12125,33.12125,31770.8333333333,3438.5,3691,369324345,14.455,5.5274
